date,alpha,beta,persist
2022-04-29,,,
2022-05-02,,,
2022-05-03,,,
2022-05-04,,,
2022-05-05,,,
2022-05-06,,,
2022-05-09,,,
2022-05-10,,,
2022-05-11,,,
2022-05-12,,,
2022-05-13,,,
2022-05-16,,,
2022-05-17,,,
2022-05-18,,,
2022-05-19,,,
2022-05-20,,,
2022-05-23,,,
2022-05-24,,,
2022-05-25,,,
2022-05-26,,,
2022-05-27,,,
2022-05-31,,,
2022-06-01,,,
2022-06-02,,,
2022-06-03,,,
2022-06-06,,,
2022-06-07,,,
2022-06-08,,,
2022-06-09,,,
2022-06-10,,,
2022-06-13,,,
2022-06-14,,,
2022-06-15,,,
2022-06-16,,,
2022-06-17,,,
2022-06-21,,,
2022-06-22,,,
2022-06-23,,,
2022-06-24,,,
2022-06-27,,,
2022-06-28,,,
2022-06-29,,,
2022-06-30,,,
2022-07-01,,,
2022-07-05,,,
2022-07-06,,,
2022-07-07,,,
2022-07-08,,,
2022-07-11,,,
2022-07-12,,,
2022-07-13,,,
2022-07-14,,,
2022-07-15,,,
2022-07-18,,,
2022-07-19,,,
2022-07-20,,,
2022-07-21,,,
2022-07-22,,,
2022-07-25,,,
2022-07-26,,,
2022-07-27,,,
2022-07-28,,,
2022-07-29,,,
2022-08-01,,,
2022-08-02,,,
2022-08-03,0.030390604650349835,0.9696093953496503,1.0000000000000002
2022-08-04,0.030480968551166807,0.9695190314488331,0.9999999999999999
2022-08-05,0.030710894287959204,0.9692891057120409,1.0
2022-08-08,0.029780616116965006,0.9702193838790021,0.9999999999959671
2022-08-09,0.029742500097488234,0.9702574999359003,1.0000000000333884
2022-08-10,0.02996499644071869,0.9700350035592814,1.0
2022-08-11,0.03035548088385115,0.9696445191161488,1.0
2022-08-12,0.03097998912203669,0.9690200108779633,1.0
2022-08-15,0.03129167026276178,0.9687083297372382,1.0
2022-08-16,0.031864519281921765,0.9681354807180782,1.0
2022-08-17,0.03282979074253955,0.9671702092574604,1.0
2022-08-18,0.03249848949710474,0.9675015105028953,1.0
2022-08-19,0.033597931462957364,0.9664020685370426,1.0
2022-08-22,0.03404752064823393,0.9659524793517661,1.0
2022-08-23,0.03406261274331742,0.9659373872566827,1.0
2022-08-24,0.03537879807206869,0.9643731174319736,0.9997519155040423
2022-08-25,0.03696968235853778,0.9621503487050189,0.9991200310635567
2022-08-26,0.03580104878070541,0.9636928106507398,0.9994938594314452
2022-08-29,0.03699065812855223,0.9620132131235921,0.9990038712521443
2022-08-30,0.03540466557404701,0.9642177515028598,0.9996224170769068
2022-08-31,0.03636838035821896,0.9627975872392703,0.9991659675974893
2022-09-01,0.03740616578462347,0.9613358933273203,0.9987420591119438
2022-09-02,0.036600113588252915,0.9624783558496102,0.999078469437863
2022-09-06,0.03742190637944406,0.961275601029797,0.9986975074092411
2022-09-07,0.03610740644353905,0.9631538696579823,0.9992612761015214
2022-09-08,0.03611162029899154,0.9631053199465989,0.9992169402455904
2022-09-09,0.03700593168878455,0.9617369595315084,0.9987428912202929
2022-09-12,0.038071669806178224,0.9601595667405486,0.9982312365467269
2022-09-13,0.039378232925337105,0.9583011324154905,0.9976793653408277
2022-09-14,0.039891317271620895,0.9576164922123686,0.9975078094839894
2022-09-15,0.040846984577156215,0.9563119722477104,0.9971589568248665
2022-09-16,0.04251896748349611,0.9540563704593475,0.9965753379428437
2022-09-19,0.04455030879065548,0.9513688524085615,0.995919161199217
2022-09-20,0.04685891752465464,0.9483717433924259,0.9952306609170806
2022-09-21,0.04875080191645271,0.9459605472212395,0.9947113491376922
2022-09-22,0.05132474123054153,0.9426906068364267,0.9940153480669682
2022-09-23,0.03959503518818987,0.9574092300100627,0.9970042651982526
2022-09-26,0.040370638206073006,0.9562549694084161,0.9966256076144892
2022-09-27,0.03363603715518032,0.965587511017929,0.9992235481731093
2022-09-28,0.03370999645887524,0.9656020375715475,0.9993120340304228
2022-09-29,0.03353680040874924,0.9663227319786997,0.999859532387449
2022-09-30,0.03353098093441094,0.9662300352017154,0.9997610161361263
2022-10-03,0.0333769961466421,0.9660584129709923,0.9994354091176344
2022-10-04,0.033286443063425805,0.9664690399399419,0.9997554830033677
2022-10-05,0.03308066727798515,0.9663169586802538,0.999397625958239
2022-10-06,0.033044750951616485,0.9660231916593298,0.9990679426109463
2022-10-07,0.03314299062467487,0.9656729183019461,0.998815908926621
2022-10-11,0.03329519184078487,0.9653121706712392,0.9986073625120241
2022-10-12,0.03314782509623086,0.9657784802863169,0.9989263053825477
2022-10-13,0.03322025052620366,0.9653560785449792,0.9985763290711829
2022-10-14,0.03323070824237828,0.9654498030664932,0.9986805113088715
2022-10-17,0.033358420924386775,0.9651931712628813,0.9985515921872681
2022-10-18,0.03352382157584337,0.9647668080325169,0.9982906296083602
2022-10-19,0.03373703675599828,0.964235031245539,0.9979720680015373
2022-10-20,0.03344677578131133,0.9648399928574429,0.9982867686387542
2022-10-21,0.03330529248653465,0.9653306373880483,0.9986359298745829
2022-10-24,0.033363194554362235,0.9649476080807131,0.9983108026350753
2022-10-25,0.03354111160359134,0.9644776149236018,0.9980187265271931
2022-10-26,0.03357758072535113,0.9643255880142092,0.9979031687395603
2022-10-27,0.03351694557910134,0.9643747435152271,0.9978916890943285
2022-10-28,0.033250979362198486,0.964838151665881,0.9980891310280795
2022-10-31,0.033421107063416285,0.9644748542407656,0.9978959613041819
2022-11-01,0.03351557471239787,0.9643094427052409,0.9978250174176387
2022-11-02,0.03377311935537957,0.9637188557578908,0.9974919751132704
2022-11-03,0.034185309408375136,0.9629618009439749,0.99714711035235
2022-11-04,0.03429100824558148,0.9628174096250401,0.9971084178706217
2022-11-07,0.034830119067468204,0.9619316446727616,0.9967617637402298
2022-11-08,0.035532015108177,0.9608669222213934,0.9963989373295704
2022-11-09,0.034610720331143124,0.9621535175028622,0.9967642378340053
2022-11-10,0.034266434129566384,0.9626589917351505,0.9969254258647169
2022-11-14,0.02941199019478163,0.9699437799645869,0.9993557701593685
2022-11-15,0.030943392325485226,0.9690566076745148,1.0
2022-11-16,0.03244805127659475,0.9675519487234053,1.0
2022-11-17,0.032595364007485965,0.9674046359925141,1.0
2022-11-18,0.03203104834834387,0.9679689516516561,1.0
2022-11-21,0.03126618782178898,0.968733812178211,1.0
2022-11-22,0.03036358741634465,0.9696364125836554,1.0
2022-11-23,0.029985372205774092,0.9700146277942259,1.0
2022-11-25,0.029951502052501525,0.9700484979474986,1.0000000000000002
2022-11-28,0.030089719045120904,0.9699102809548791,1.0
2022-11-29,0.02951267009544719,0.9704873299045529,1.0
2022-11-30,0.029057898000857153,0.9708948282996862,0.9999527263005433
2022-12-01,0.029330958117336416,0.9706690418826637,1.0
2022-12-02,0.031046890903631046,0.9689531090965018,1.0000000000001328
2022-12-05,0.03029991676002024,0.9697000832398364,0.9999999999998566
2022-12-06,0.029811913880485895,0.9701880861195481,1.000000000000034
2022-12-07,0.029299763193937896,0.9707002368060622,1.0
2022-12-08,0.029156886755356094,0.9708431132446439,1.0
2022-12-09,0.02859879931730857,0.9714012006826915,1.0
2022-12-12,0.0284311101546746,0.9715688898453254,1.0
2022-12-13,0.02813188738577858,0.9718681126142213,0.9999999999999999
2022-12-14,0.028086781288666707,0.9719132187113334,1.0
2022-12-15,0.027951326483495513,0.9720400878166593,0.9999914143001548
2022-12-16,0.02761787836683534,0.9721214859220269,0.9997393642888622
2022-12-19,0.027426627969212084,0.9720628069620825,0.9994894349312946
2022-12-20,0.027459475259010664,0.971971977098616,0.9994314523576268
2022-12-21,0.02745672074051232,0.9718183056530582,0.9992750263935705
2022-12-22,0.027494907121597988,0.9715216977839967,0.9990166049055946
2022-12-23,0.02767720916893989,0.9710785893534408,0.9987557985223807
2022-12-27,0.027945381161910345,0.9706210890833762,0.9985664702452866
2022-12-28,0.028396149034573343,0.9698968589498335,0.9982930079844068
2022-12-29,0.028465936055388028,0.9698309551578078,0.9982968912131959
2022-12-30,0.028746076711977805,0.9693979951307481,0.9981440718427259
2023-01-03,0.02931850339931736,0.968602122694002,0.9979206260933194
2023-01-04,0.029603413451441466,0.9681988055330278,0.9978022189844693
2023-01-05,0.02932341254050829,0.9685468076308887,0.997870220171397
2023-01-06,0.030132078762262104,0.967444388343519,0.9975764671057811
2023-01-09,0.02831443056375673,0.9697740357497894,0.9980884663135461
2023-01-10,0.028221825579771053,0.9698896661541828,0.9981114917339539
2023-01-11,0.02850948722087891,0.9694607291333621,0.997970216354241
2023-01-12,0.0285992619388574,0.9692998496218607,0.9978991115607181
2023-01-13,0.02817932716461867,0.9698844073223363,0.998063734486955
2023-01-17,0.028544434972026068,0.969300902889897,0.9978453378619231
2023-01-18,0.029040801623470974,0.9685593057380774,0.9976001073615484
2023-01-19,0.027148925619304674,0.9711225946350508,0.9982715202543555
2023-01-20,0.027288638386918623,0.970778206057736,0.9980668444446547
2023-01-23,0.02745324638821211,0.9705051523406851,0.9979583987288972
2023-01-24,0.027786701351223613,0.9699361378594477,0.9977228392106713
2023-01-25,0.028268269691584916,0.9692146405188545,0.9974829102104394
2023-01-26,0.028895582592980553,0.9683344126332014,0.9972299952261819
2023-01-27,0.029695999621833186,0.9672667963766728,0.996962795998506
2023-01-30,0.030686915511878837,0.966004773658383,0.9966916891702619
2023-01-31,0.031730274410499124,0.9647099662552816,0.9964402406657807
2023-02-01,0.03148015033431295,0.9650026956791506,0.9964828460134636
2023-02-02,0.030595524428834276,0.9660813799176466,0.9966769043464809
2023-02-03,0.03136946744160548,0.9650904458864763,0.9964599133280818
2023-02-06,0.03137717879546434,0.9650948715657554,0.9964720503612197
2023-02-07,0.030444196300152927,0.9662782698119994,0.9967224661121523
2023-02-08,0.031157553938628107,0.9653408405384897,0.9964983944771177
2023-02-09,0.03156424987907335,0.9648087430710183,0.9963729929500916
2023-02-10,0.03200479923468236,0.9642591076888531,0.9962639069235355
2023-02-13,0.03234604557503223,0.9638421878582645,0.9961882334332967
2023-02-14,0.03338188605188114,0.9625263533699794,0.9959082394218606
2023-02-15,0.034438891956063276,0.9612266661446862,0.9956655581007495
2023-02-16,0.035596982067419264,0.9598173537242609,0.9954143357916801
2023-02-17,0.036854039967453935,0.9583063717419389,0.9951604117093928
2023-02-21,0.038652472730660865,0.9561452373449378,0.9947977100755987
2023-02-22,0.03258928662466567,0.96330619239769,0.9958954790223556
2023-02-23,0.03339413084054237,0.9622525419118428,0.9956466727523852
2023-02-24,0.033315843583092614,0.962344489496332,0.9956603330794246
2023-02-27,0.033578483038661906,0.9620203941487265,0.9955988771873885
2023-02-28,0.03419427394744012,0.9612218960610671,0.9954161700085072
2023-03-01,0.034715154067943475,0.960563584315346,0.9952787383832895
2023-03-02,0.0346086562089113,0.9607074393039401,0.9953160955128514
2023-03-03,0.035154242290614215,0.9600280054835453,0.9951822477741595
2023-03-06,0.034221907866608996,0.9611671076213386,0.9953890154879476
2023-03-07,0.03499897233489992,0.960163123368921,0.9951620957038209
2023-03-08,0.03586907834152659,0.9590612233892508,0.9949303017307775
2023-03-09,0.03669939479811316,0.9580366941189913,0.9947360889171044
2023-03-10,0.036018712272927224,0.9588548903625006,0.9948736026354278
2023-03-13,0.029113396976406105,0.967165247430428,0.9962786444068341
2023-03-14,0.028833726433883693,0.9680338089196852,0.9968675353535689
2023-03-15,0.029300022761309417,0.9677865775307147,0.9970866002920241
2023-03-16,0.03136034517563123,0.9663779461220373,0.9977382912976686
2023-03-17,0.03199555219411878,0.9658454567969281,0.9978410089910469
2023-03-20,0.03563255547043151,0.9627117844013654,0.9983443398717969
2023-03-21,0.03550091551404322,0.9628309759902535,0.9983318915042967
2023-03-22,0.034465733776258084,0.9637492841049021,0.9982150178811602
2023-03-23,0.03823366293209186,0.9604161401206326,0.9986498030527244
2023-03-24,0.03744858377410582,0.9611313314526585,0.9985799152267644
2023-03-27,0.035311326343462776,0.9630346188862476,0.9983459452297104
2023-03-28,0.037540496259592736,0.9610806870190512,0.998621183278644
2023-03-29,0.035595384604163116,0.9628034886892156,0.9983988732933787
2023-03-30,0.033964501449895504,0.9642078882244866,0.998172389674382
2023-03-31,0.03307732799818523,0.964944417921108,0.9980217459192932
2023-04-03,0.032819046474467393,0.9651523177518018,0.9979713642262692
2023-04-04,0.03231316980684089,0.9655554084623046,0.9978685782691454
2023-04-05,0.032379562201904646,0.9655118773608364,0.9978914395627411
2023-04-06,0.031523744337444544,0.9661563364018982,0.9976800807393428
2023-04-07,0.03101438429527552,0.9665039886081342,0.9975183729034097
2023-04-10,0.03054980281033361,0.9667607261047909,0.9973105289151245
2023-04-11,0.030270023769448186,0.9668368583447033,0.9971068821141515
2023-04-12,0.03031488713779462,0.9668224705600252,0.9971373576978199
2023-04-13,0.03021108786934553,0.9667680915521232,0.9969791794214687
2023-04-14,0.030254114034851256,0.9665186957466776,0.9967728097815288
2023-04-17,0.030438551349107862,0.9661674019701395,0.9966059533192474
2023-04-18,0.030728486284965578,0.9657246184373441,0.9964531047223097
2023-04-19,0.03128988871512401,0.9649290435305375,0.9962189322456616
2023-04-20,0.032009503744175556,0.9639950114191526,0.9960045151633281
2023-04-21,0.0322579746310952,0.9636713092773114,0.9959292839084066
2023-04-24,0.033365877444822584,0.9622912280895927,0.9956571055344152
2023-04-25,0.03398299300924718,0.9615380085164554,0.9955210015257027
2023-04-26,0.0309821426390579,0.9651555093360024,0.9961376519750602
2023-04-27,0.03142837541572674,0.9645560033268102,0.995984378742537
2023-04-28,0.03156576041907667,0.9643878148949944,0.995953575314071
2023-05-01,0.03105233628493348,0.9650445482422776,0.9960968845272111
2023-05-02,0.03161927163411946,0.9642500138937469,0.9958692855278664
2023-05-03,0.03241119194421717,0.9632207672708095,0.9956319592150267
2023-05-04,0.03219207035075395,0.9634838334493547,0.9956759038001087
2023-05-05,0.03314627125207034,0.9622721860032807,0.995418457255351
2023-05-08,0.03386510976799732,0.9613967524371291,0.9952618622051264
2023-05-09,0.03444520327324966,0.9607008407116759,0.9951460439849256
2023-05-10,0.03591195219749369,0.9589341408720522,0.9948460930695459
2023-05-11,0.034600215430622513,0.9604839725474099,0.9950841879780324
2023-05-12,0.0352248505972466,0.9597167168984422,0.9949415674956887
2023-05-15,0.035815807257288966,0.9590113724489678,0.9948271797062568
2023-05-16,0.037509460073693025,0.9569619069027782,0.9944713669764712
2023-05-17,0.03956460525319012,0.9545074196807437,0.9940720249339339
2023-05-18,0.04098613917043262,0.9528166589222157,0.9938027980926483
2023-05-19,0.04100561790467604,0.9527967180941648,0.9938023359988408
2023-05-22,0.04339528754605837,0.9499326533781028,0.9933279409241612
2023-05-23,0.04716518840330307,0.9453842192528626,0.9925494076561657
2023-05-24,0.051676003983837364,0.9398827101008193,0.9915587140846566
2023-05-25,0.05562627889639249,0.9350091279353739,0.9906354068317664
2023-05-26,0.05448606199875741,0.9364103259330092,0.9908963879317666
2023-05-30,0.059097506535229244,0.930648886933135,0.9897463934683642
2023-05-31,0.03876614154251068,0.9551633890562192,0.9939295305987299
2023-06-01,0.03927161747872185,0.9545265520633658,0.9937981695420877
2023-06-02,0.040455639264464355,0.953053194351582,0.9935088336160464
2023-06-05,0.04076230612440288,0.9526874635496305,0.9934497696740334
2023-06-06,0.04208509286269907,0.9510470100002911,0.9931321028629903
2023-06-07,0.04373658746499243,0.949022634222015,0.9927592216870075
2023-06-08,0.04363263972058136,0.9491468363783092,0.9927794760988906
2023-06-09,0.043160875345217856,0.9497196926905108,0.9928805680357287
2023-06-12,0.04443024665258679,0.9481586275734681,0.9925888742260549
2023-06-13,0.045748831035278305,0.9465449775813466,0.9922938086166249
2023-06-14,0.04618056156605048,0.9460174340705862,0.9921979956366367
2023-06-15,0.047283253017053474,0.9446818555746681,0.9919651085917216
2023-06-16,0.044830129798189795,0.9476363111270399,0.9924664409252297
2023-06-20,0.04589299343457497,0.946321628721033,0.992214622155608
2023-06-21,0.04675898620741917,0.94526211842747,0.9920211046348891
2023-06-22,0.047847603553281576,0.9439483903980777,0.9917959939513592
2023-06-23,0.0493799698913825,0.9421082354085514,0.9914882052999339
2023-06-26,0.050841972363434844,0.9403650372275923,0.9912070095910271
2023-06-27,0.05206405565213084,0.938933217193856,0.9909972728459868
2023-06-28,0.053225992742852155,0.9375591558065381,0.9907851485493903
2023-06-29,0.053375410267523356,0.9374024943290812,0.9907779045966045
2023-06-30,0.048456829093227564,0.9430813510283705,0.9915381801215981
2023-07-03,0.04879225587946878,0.9426775614162062,0.991469817295675
2023-07-05,0.049391149355936526,0.9419577845895404,0.9913489339454769
2023-07-06,0.049967643337704884,0.9412650638229336,0.9912327071606385
2023-07-07,0.04887626719503786,0.9425279462044506,0.9914042133994885
2023-07-10,0.04930400208112619,0.9419986254611329,0.9913026275422591
2023-07-11,0.04942457749100271,0.9418637173936445,0.9912882948846472
2023-07-12,0.04976186204342383,0.9414748825839387,0.9912367446273626
2023-07-13,0.04665704675064927,0.9451051663238416,0.9917622130744909
2023-07-14,0.046907016692290776,0.9449735527373188,0.9918805694296096
2023-07-17,0.046591092494248046,0.9453048691940997,0.9918959616883478
2023-07-18,0.045691243070488205,0.9462646263203154,0.9919558693908036
2023-07-19,0.04535766410452491,0.9466135242762247,0.9919711883807496
2023-07-20,0.04519951425572894,0.9467813307819434,0.9919808450376724
2023-07-21,0.04547215161305579,0.9465020027523918,0.9919741543654477
2023-07-24,0.0450374700023596,0.9469266542013125,0.9919641242036721
2023-07-25,0.04496794260392772,0.9469484936826165,0.9919164362865441
2023-07-26,0.04502683603842774,0.9468194768460305,0.9918463128844582
2023-07-27,0.04513709748180875,0.9466707473295624,0.9918078448113711
2023-07-28,0.04485268463164662,0.947022803817324,0.9918754884489706
2023-07-31,0.04480919170963916,0.9470746590888934,0.9918838507985326
2023-08-01,0.04483747850420666,0.94701157089181,0.9918490493960166
2023-08-02,0.04489000042784494,0.9469486183141986,0.9918386187420436
2023-08-03,0.045031769450067496,0.9467557773404336,0.9917875467905011
2023-08-04,0.044690488890319215,0.9472100421431634,0.9919005310334826
2023-08-07,0.0451059075015793,0.9469168205389745,0.9920227280405538
2023-08-08,0.04422775263295425,0.9478358172933822,0.9920635699263364
2023-08-09,0.04408706265977322,0.9479909287352831,0.9920779913950564
2023-08-10,0.04357127452006602,0.9485040713051998,0.9920753458252658
2023-08-11,0.04376333424999463,0.9483055965953363,0.992068930845331
2023-08-14,0.043560817723187074,0.9484803070528608,0.9920411247760479
2023-08-15,0.043496585081297806,0.9485061496180004,0.9920027346992982
2023-08-16,0.043529846502429796,0.9484417865145758,0.9919716330170055
2023-08-17,0.0435866010105205,0.9483368655066289,0.9919234665171494
2023-08-18,0.04367162647675915,0.9481912870623085,0.9918629135390676
2023-08-21,0.04387782549707837,0.947894932393781,0.9917727578908594
2023-08-22,0.04330819976428757,0.9486173292944943,0.9919255290587818
2023-08-23,0.04328197021399952,0.9485924026554191,0.9918743728694186
2023-08-24,0.04219049009635348,0.950122174324497,0.9923126644208504
2023-08-25,0.04147890109513089,0.9508381354214414,0.9923170365165722
2023-08-28,0.04099401728683707,0.951303308429197,0.992297325716034
2023-08-29,0.04073685208954804,0.9515246399297934,0.9922614920193414
2023-08-30,0.04075555297249364,0.9515894152217973,0.992344968194291
2023-08-31,0.040474099767379985,0.9518415847327724,0.9923156845001524
2023-09-01,0.040368510670243635,0.9519193505063803,0.9922878611766239
2023-09-05,0.040371129924641334,0.9518465581890673,0.9922176881137086
2023-09-06,0.04003178774618932,0.9523563304150502,0.9923881181612395
2023-09-07,0.03980850804724138,0.9525296427991424,0.9923381508463838
2023-09-08,0.03972912652596132,0.9525698129139542,0.9922989394399154
2023-09-11,0.039785810522762054,0.9524378453528028,0.9922236558755649
2023-09-12,0.039974676296259275,0.9521746904793025,0.9921493667755618
2023-09-13,0.04021314244482417,0.9518638076707736,0.9920769501155978
2023-09-14,0.040666956621694575,0.9513040642853646,0.9919710209070592
2023-09-15,0.0413263649589719,0.950509426963805,0.9918357919227769
2023-09-18,0.04205650839401327,0.949644253497118,0.9917007618911313
2023-09-19,0.04302039175050796,0.9485150590917903,0.9915354508422983
2023-09-20,0.0439498908856016,0.9474272015486432,0.9913770924342449
2023-09-21,0.04542495351426416,0.9457093282143615,0.9911342817286256
2023-09-22,0.04274301344985317,0.948784298351483,0.9915273118013362
2023-09-25,0.04312010734099763,0.9483508354153368,0.9914709427563344
2023-09-26,0.04287650670170407,0.9486240378449936,0.9915005445466977
2023-09-27,0.04361597710567649,0.9477638279147905,0.991379805020467
2023-09-28,0.04412769186788301,0.9471679220750377,0.9912956139429208
2023-09-29,0.04480232736109692,0.9464056510804164,0.9912079784415133
2023-10-02,0.045736230854249,0.945350360612671,0.99108659146692
2023-10-03,0.04700161648259448,0.9439236523641201,0.9909252688467146
2023-10-04,0.035148241181699846,0.9570466208066283,0.9921948619883281
2023-10-05,0.03495357319261117,0.957251316336084,0.9922048895286951
2023-10-06,0.03479236049058494,0.9574100125326743,0.9922023730232593
2023-10-10,0.034787714257746995,0.9573985219246538,0.9921862361824008
2023-10-11,0.03473251376385741,0.9575607500650166,0.9922932638288741
2023-10-12,0.0350157267446843,0.9572746613290436,0.9922903880737279
2023-10-13,0.03576540511781469,0.9564783951719054,0.99224380028972
2023-10-16,0.03548389016329932,0.9567839081984529,0.9922677983617523
2023-10-17,0.035403156125142096,0.9568586004368018,0.9922617565619439
2023-10-18,0.03600190394043004,0.9562288278075591,0.9922307317479891
2023-10-19,0.03566767549405884,0.9565672874522553,0.9922349629463141
2023-10-20,0.03581291574714551,0.9564088288918848,0.9922217446390303
2023-10-23,0.03541417722992146,0.9568181499912677,0.9922323272211891
2023-10-24,0.03488989852914173,0.9573364189600508,0.9922263174891925
2023-10-25,0.03537923991090929,0.956895743306963,0.9922749832178723
2023-10-26,0.03542258235011973,0.9568413508881002,0.9922639332382199
2023-10-27,0.03537306122267503,0.956899272603025,0.9922723338257
2023-10-30,0.034895829207027385,0.9573655205497829,0.9922613497568102
2023-10-31,0.03453959517183904,0.9576900063888346,0.9922296015606736
2023-11-01,0.03434457935987858,0.9578418132460662,0.9921863926059448
2023-11-02,0.03456894874916727,0.9577800310397875,0.9923489797889548
2023-11-03,0.035128780759315296,0.9572778850327399,0.9924066657920552
2023-11-06,0.03612119538761165,0.9563384169573328,0.9924596123449444
2023-11-07,0.035360899115904995,0.9570901463954091,0.9924510455113141
2023-11-08,0.03502907046276764,0.9574137338803093,0.9924428043430769
2023-11-09,0.034843591712273664,0.9575954423709055,0.9924390340831792
2023-11-10,0.03551534005663053,0.9569636118206106,0.9924789518772411
2023-11-13,0.0348855278697749,0.9575628488380556,0.9924483767078306
2023-11-14,0.03444133170853718,0.9579617149214614,0.9924030466299986
2023-11-15,0.035549925215573874,0.9570885867331624,0.9926385119487363
2023-11-16,0.0348375987528911,0.9577637879369146,0.9926013866898057
2023-11-17,0.035101519147173174,0.9575387298475502,0.9926402489947234
2023-11-20,0.0345110356559745,0.9580846437071713,0.9925956793631457
2023-11-21,0.03414319620565367,0.9584024371129161,0.9925456333185697
2023-11-22,0.03386344503527968,0.9586338984166659,0.9924973434519456
2023-11-24,0.03358986617906091,0.9588304089483841,0.992420275127445
2023-11-27,0.03346624135376132,0.9588764952896343,0.9923427366433956
2023-11-28,0.033434127123311785,0.9589401869686828,0.9923743140919945
2023-11-29,0.03341797403970939,0.9589742215603243,0.9923921956000337
2023-11-30,0.03347423010792372,0.9590195528816332,0.9924937829895569
2023-12-01,0.03328622117008641,0.9591357034280608,0.9924219245981472
2023-12-04,0.0334113686872417,0.9591554053230426,0.9925667740102843
2023-12-05,0.03313609337278854,0.9593509572785397,0.9924870506513283
2023-12-06,0.03322207053615344,0.9593397141060818,0.9925617846422352
2023-12-07,0.0331889937051359,0.9593762425642254,0.9925652362693613
2023-12-08,0.03294113312283999,0.959537971296598,0.992479104419438
2023-12-11,0.03293286018510955,0.959516740469155,0.9924496006542646
2023-12-12,0.03284114235693541,0.9595063400501797,0.992347482407115
2023-12-13,0.03284655010341166,0.9594079898866403,0.992254539990052
2023-12-14,0.032103960136566634,0.960871141596244,0.9929751017328106
